(90, 169)
(1, 169)
(60, 169)
(9, 170)
(2, 170)
(31, 170)
(3, 171)
(76, 171)
(70, 171)
(44, 172)
(3, 172)
(41, 172)
(22, 173)
(0, 173)
(44, 173)
(51, 174)
(167, 174)
(33, 174)
(22, 175)
(4, 175)
(6, 175)
(5, 176)
(4, 176)
(2, 176)
(0, 177)
(82, 177)
(13, 177)
(33, 178)
(6, 178)
(155, 178)
(63, 179)
(155, 179)
(14, 179)
(1, 180)
(164, 180)
(0, 180)
(13, 181)
(126, 181)
(3, 181)
(3, 182)
(131, 182)
(48, 182)
(29, 183)
(1, 183)
(0, 183)
(61, 184)
(2, 184)
(5, 184)
(5, 185)
(46, 185)
(0, 185)
(29, 186)
(58, 186)
(113, 186)
(4, 187)
(5, 187)
(2, 187)
(0, 188)
(108, 188)
(53, 188)
(62, 189)
(1, 189)
(7, 189)
(5, 190)
(3, 190)
(2, 190)
(61, 191)
(169, 191)
(16, 191)
(2, 192)
(116, 192)
(3, 192)
(3, 193)
(190, 193)
(21, 193)
(62, 194)
(0, 194)
(15, 194)
(61, 195)
(7, 195)
(1, 195)
(36, 196)
(7, 196)
(22, 196)
(69, 197)
(108, 197)
(75, 197)
(3, 198)
(166, 198)
(52, 198)
(30, 199)
(20, 199)
(3, 199)
(94, 200)
(1, 200)
(5, 200)
(29, 201)
(11, 201)
(5, 201)
(3, 202)
(53, 202)
(0, 202)
(12, 203)
(3, 203)
(0, 203)
(16, 204)
(17, 204)
(139, 204)
(55, 205)
(186, 205)
(1, 205)
(45, 206)
(114, 206)
(33, 206)
(7, 207)
(1, 207)
(3, 207)
(133, 208)
(105, 208)
(13, 208)
(16, 209)
(4, 209)
(31, 209)
(4, 210)
(28, 210)
(22, 210)
(7, 211)
(33, 211)
(3, 211)
(146, 212)
(22, 212)
(2, 212)
(133, 213)
(56, 213)
(61, 213)
(0, 214)
(26, 214)
(5, 214)
(1, 215)
(156, 215)
(19, 215)
(4, 216)
(19, 216)
(7, 216)
(26, 217)
(71, 217)
(1, 217)
(71, 218)
(7, 218)
(62, 218)
(5, 219)
(53, 219)
(41, 219)
(105, 220)
(49, 220)
(92, 220)
(219, 221)
(0, 221)
(105, 221)
(0, 222)
(5, 222)
(22, 222)
(7, 223)
(1, 223)
(49, 223)
(53, 224)
(110, 224)
(166, 224)
(37, 225)
(3, 225)
(162, 225)
(16, 226)
(134, 226)
(14, 226)
(12, 227)
(69, 227)
(61, 227)
(0, 228)
(71, 228)
(49, 228)
(92, 229)
(7, 229)
(21, 229)
(108, 230)
(12, 230)
(188, 230)
(5, 231)
(97, 231)
(0, 231)
(117, 232)
(196, 232)
(13, 232)
(93, 233)
(0, 233)
(187, 233)
(0, 234)
(5, 234)
(4, 234)
(82, 235)
(26, 235)
(186, 235)
(196, 236)
(37, 236)
(224, 236)
(83, 237)
(108, 237)
(52, 237)
(5, 238)
(1, 238)
(69, 238)
(69, 239)
(2, 239)
(41, 239)
(5, 240)
(218, 240)
(169, 240)
(33, 241)
(34, 241)
(26, 241)
(5, 242)
(152, 242)
(92, 242)
(3, 243)
(28, 243)
(186, 243)
(97, 244)
(223, 244)
(7, 244)
(0, 245)
(28, 245)
(16, 245)
(52, 246)
(66, 246)
(1, 246)
(0, 247)
(1, 247)
(4, 247)
(68, 248)
(56, 248)
(20, 248)
(5, 249)
(60, 249)
(0, 249)
(15, 250)
(166, 250)
(239, 250)
(3, 251)
(28, 251)
(2, 251)
(233, 252)
(3, 252)
(60, 252)
(82, 253)
(6, 253)
(5, 253)
(78, 254)
(5, 254)
(3, 254)
(47, 255)
(20, 255)
(16, 255)
(14, 256)
(29, 256)
(227, 256)
(66, 257)
(2, 257)
(5, 257)
(148, 258)
(7, 258)
(3, 258)
(94, 259)
(234, 259)
(71, 259)
(83, 260)
(154, 260)
(10, 260)
(2, 261)
(17, 261)
(26, 261)
(4, 262)
(17, 262)
(33, 262)
(121, 263)
(2, 263)
(230, 263)
(93, 264)
(14, 264)
(3, 264)
(1, 265)
(230, 265)
(160, 265)
(0, 266)
(1, 266)
(28, 266)
(176, 267)
(22, 267)
(84, 267)
(225, 268)
(49, 268)
(252, 268)
(0, 269)
(52, 269)
(33, 269)
(1, 270)
(15, 270)
(0, 270)
(14, 271)
(181, 271)
(1, 271)
(4, 272)
(146, 272)
(34, 272)
(52, 273)
(12, 273)
(153, 273)
(3, 274)
(1, 274)
(200, 274)
(11, 275)
(55, 275)
(16, 275)
(1, 276)
(2, 276)
(0, 276)
(61, 277)
(16, 277)
(15, 277)
(49, 278)
(41, 278)
(28, 278)
(166, 279)
(14, 279)
(21, 279)
(0, 280)
(94, 280)
(16, 280)
(26, 281)
(5, 281)
(93, 281)
(71, 282)
(94, 282)
(5, 282)
(28, 283)
(5, 283)
(3, 283)
(1, 284)
(105, 284)
(230, 284)
(3, 285)
(96, 285)
(11, 285)
(52, 286)
(134, 286)
(166, 286)
(93, 287)
(264, 287)
(87, 287)
(16, 288)
(28, 288)
(11, 288)
(41, 289)
(7, 289)
(28, 289)
(60, 290)
(11, 290)
(71, 290)
(11, 291)
(3, 291)
(278, 291)
(69, 292)
(19, 292)
(225, 292)
(22, 293)
(69, 293)
(3, 293)
(4, 294)
(117, 294)
(68, 294)
(55, 295)
(76, 295)
(93, 295)
(28, 296)
(248, 296)
(44, 296)
(12, 297)
(33, 297)
(45, 297)
(5, 298)
(11, 298)
(4, 298)
(287, 299)
(3, 299)
(5, 299)
(7, 300)
(3, 300)
(97, 300)
(218, 301)
(11, 301)
(3, 301)
(62, 302)
(21, 302)
(37, 302)
(26, 303)
(60, 303)
(301, 303)
(0, 304)
(22, 304)
(6, 304)
(20, 305)
(28, 305)
(17, 305)
(14, 306)
(3, 306)
(61, 306)
(3, 307)
(59, 307)
(246, 307)
(45, 308)
(10, 308)
(3, 308)
(48, 309)
(53, 309)
(126, 309)
(250, 310)
(82, 310)
(266, 310)
(1, 311)
(211, 311)
(140, 311)
(42, 312)
(3, 312)
(203, 312)
(37, 313)
(3, 313)
(98, 313)
(22, 314)
(207, 314)
(0, 314)
(52, 315)
(11, 315)
(26, 315)
(41, 316)
(184, 316)
(3, 316)
(33, 317)
(66, 317)
(7, 317)
(2, 318)
(1, 318)
(3, 318)
(0, 319)
(1, 319)
(213, 319)
(3, 320)
(16, 320)
(7, 320)
(53, 321)
(0, 321)
(65, 321)
(33, 322)
(4, 322)
(22, 322)
(39, 323)
(1, 323)
(3, 323)
(33, 324)
(49, 324)
(5, 324)
(79, 325)
(4, 325)
(5, 325)
(5, 326)
(186, 326)
(62, 326)
(1, 327)
(166, 327)
(2, 327)
(12, 328)
(1, 328)
(0, 328)
(284, 329)
(12, 329)
(2, 329)
(293, 330)
(166, 330)
(45, 330)
(11, 331)
(22, 331)
(321, 331)
(160, 332)
(126, 332)
(7, 332)
(21, 333)
(148, 333)
(33, 333)
(1, 334)
(3, 334)
(140, 334)
(70, 335)
(193, 335)
(7, 335)
(21, 336)
(148, 336)
(126, 336)
(296, 337)
(61, 337)
(53, 337)
(11, 338)
(13, 338)
(6, 338)
(13, 339)
(266, 339)
(105, 339)
(14, 340)
(0, 340)
(94, 340)
(2, 341)
(51, 341)
(1, 341)
(1, 342)
(26, 342)
(296, 342)
(39, 343)
(75, 343)
(271, 343)
(3, 344)
(11, 344)
(1, 344)
(26, 345)
(7, 345)
(0, 345)
(0, 346)
(1, 346)
(22, 346)
(61, 347)
(29, 347)
(3, 347)
(1, 348)
(139, 348)
(93, 348)
(62, 349)
(168, 349)
(11, 349)
(5, 350)
(16, 350)
(90, 350)
(348, 351)
(28, 351)
(3, 351)
(3, 352)
(4, 352)
(5, 352)
(234, 353)
(126, 353)
(142, 353)
(187, 354)
(33, 354)
(29, 354)
(105, 355)
(53, 355)
(29, 355)
(61, 356)
(3, 356)
(4, 356)
(295, 357)
(266, 357)
(26, 357)
(186, 358)
(6, 358)
(46, 358)
(76, 359)
(15, 359)
(230, 359)
(41, 360)
(49, 360)
(46, 360)
(26, 361)
(348, 361)
(4, 361)
(3, 362)
(26, 362)
(234, 362)
(4, 363)
(15, 363)
(64, 363)
(51, 364)
(305, 364)
(76, 364)
(233, 365)
(219, 365)
(1, 365)
(5, 366)
(22, 366)
(7, 366)
(1, 367)
(3, 367)
(48, 367)
(154, 368)
(76, 368)
(28, 368)
(1, 369)
(343, 369)
(211, 369)
(7, 370)
(36, 370)
(16, 370)
(13, 371)
(200, 371)
(146, 371)
(7, 372)
(3, 372)
(0, 372)
(0, 373)
(5, 373)
(16, 373)
(11, 374)
(41, 374)
(1, 374)
(16, 375)
(3, 375)
(45, 375)
(0, 376)
(6, 376)
(91, 376)
(3, 377)
(16, 377)
(293, 377)
(9, 378)
(366, 378)
(1, 378)
(61, 379)
(301, 379)
(53, 379)
(90, 380)
(3, 380)
(139, 380)
(32, 381)
(4, 381)
(7, 381)
(3, 382)
(7, 382)
(31, 382)
(51, 383)
(166, 383)
(59, 383)
(0, 384)
(37, 384)
(78, 384)
(26, 385)
(31, 385)
(2, 385)
(69, 386)
(5, 386)
(29, 386)
(362, 387)
(7, 387)
(40, 387)
(58, 388)
(75, 388)
(22, 388)
(26, 389)
(122, 389)
(5, 389)
(1, 390)
(108, 390)
(350, 390)
(131, 391)
(1, 391)
(6, 391)
(70, 392)
(51, 392)
(76, 392)
(371, 393)
(15, 393)
(2, 393)
(1, 394)
(23, 394)
(0, 394)
(65, 395)
(16, 395)
(3, 395)
(15, 396)
(19, 396)
(48, 396)
(35, 397)
(26, 397)
(16, 397)
(47, 398)
(292, 398)
(1, 398)
(7, 399)
(76, 399)
(106, 399)
(2, 400)
(114, 400)
(148, 400)
(0, 401)
(14, 401)
(160, 401)
(4, 402)
(1, 402)
(0, 402)
(10, 403)
(16, 403)
(401, 403)
(111, 404)
(169, 404)
(237, 404)
(3, 405)
(1, 405)
(5, 405)
(22, 406)
(98, 406)
(358, 406)
(23, 407)
(16, 407)
(12, 407)
(69, 408)
(16, 408)
(0, 408)
(252, 409)
(37, 409)
(2, 409)
(297, 410)
(195, 410)
(15, 410)
(37, 411)
(379, 411)
(66, 411)
(23, 412)
(0, 412)
(5, 412)
(108, 413)
(0, 413)
(26, 413)
(12, 414)
(82, 414)
(149, 414)
(246, 415)
(5, 415)
(15, 415)
(166, 416)
(237, 416)
(4, 416)
(76, 417)
(337, 417)
(278, 417)
(223, 418)
(51, 418)
(5, 418)
(105, 419)
(21, 419)
(339, 419)
(4, 420)
(3, 420)
(377, 420)
(4, 421)
(7, 421)
(28, 421)
(116, 422)
(420, 422)
(28, 422)
(3, 423)
(399, 423)
(5, 423)
(3, 424)
(51, 424)
(75, 424)
(28, 425)
(16, 425)
(21, 425)
(1, 426)
(328, 426)
(53, 426)
(421, 427)
(196, 427)
(21, 427)
(105, 428)
(332, 428)
(52, 428)
(3, 429)
(22, 429)
(49, 429)
(12, 430)
(23, 430)
(2, 430)
(93, 431)
(48, 431)
(180, 431)
(2, 432)
(300, 432)
(77, 432)
(223, 433)
(6, 433)
(26, 433)
(284, 434)
(59, 434)
(5, 434)
(5, 435)
(21, 435)
(61, 435)
(26, 436)
(138, 436)
(176, 436)
(0, 437)
(287, 437)
(1, 437)
(131, 438)
(359, 438)
(50, 438)
(15, 439)
(12, 439)
(196, 439)
(155, 440)
(71, 440)
(26, 440)
(28, 441)
(75, 441)
(168, 441)
(7, 442)
(15, 442)
(22, 442)
(4, 443)
(3, 443)
(5, 443)
(425, 444)
(4, 444)
(93, 444)
(7, 445)
(0, 445)
(14, 445)
(60, 446)
(2, 446)
(68, 446)
(382, 447)
(3, 447)
(91, 447)
(10, 448)
(0, 448)
(17, 448)
(96, 449)
(82, 449)
(1, 449)
(33, 450)
(186, 450)
(12, 450)
(1, 451)
(343, 451)
(210, 451)
(0, 452)
(7, 452)
(5, 452)
(16, 453)
(19, 453)
(224, 453)
(225, 454)
(61, 454)
(13, 454)
(210, 455)
(114, 455)
(394, 455)
(5, 456)
(13, 456)
(33, 456)
(3, 457)
(266, 457)
(7, 457)
(65, 458)
(49, 458)
(227, 458)
(346, 459)
(3, 459)
(26, 459)
(108, 460)
(39, 460)
(0, 460)
(0, 461)
(37, 461)
(234, 461)
(5, 462)
(252, 462)
(26, 462)
(142, 463)
(16, 463)
(7, 463)
(48, 464)
(3, 464)
(5, 464)
(126, 465)
(16, 465)
(2, 465)
(21, 466)
(6, 466)
(5, 466)
(156, 467)
(139, 467)
(13, 467)
(3, 468)
(7, 468)
(397, 468)
(29, 469)
(75, 469)
(3, 469)
(66, 470)
(231, 470)
(61, 470)
(87, 471)
(59, 471)
(121, 471)
(22, 472)
(19, 472)
(4, 472)
(250, 473)
(52, 473)
(375, 473)
(17, 474)
(1, 474)
(12, 474)
(157, 475)
(249, 475)
(38, 475)
(246, 476)
(15, 476)
(33, 476)
(5, 477)
(4, 477)
(180, 477)
(1, 478)
(13, 478)
(3, 478)
(0, 479)
(13, 479)
(77, 479)
(22, 480)
(47, 480)
(3, 480)
(266, 481)
(290, 481)
(5, 481)
(22, 482)
(131, 482)
(4, 482)
(1, 483)
(148, 483)
(4, 483)
(353, 484)
(66, 484)
(153, 484)
(1, 485)
(3, 485)
(37, 485)
(173, 486)
(284, 486)
(26, 486)
(373, 487)
(0, 487)
(105, 487)
(154, 488)
(19, 488)
(1, 488)
(5, 489)
(3, 489)
(21, 489)
(141, 490)
(105, 490)
(140, 490)
(5, 491)
(56, 491)
(7, 491)
(16, 492)
(180, 492)
(15, 492)
(156, 493)
(224, 493)
(37, 493)
(3, 494)
(7, 494)
(26, 494)
(66, 495)
(44, 495)
(19, 495)
(3, 496)
(64, 496)
(0, 496)
(2, 497)
(387, 497)
(138, 497)
(91, 498)
(66, 498)
(1, 498)
(117, 499)
(65, 499)
(108, 499)
(3, 500)
(117, 500)
(2, 500)
(140, 501)
(5, 501)
(158, 501)
(7, 502)
(75, 502)
(2, 502)
(3, 503)
(69, 503)
(7, 503)
(465, 504)
(2, 504)
(1, 504)
(62, 505)
(250, 505)
(19, 505)
(37, 506)
(420, 506)
(1, 506)
(28, 507)
(256, 507)
(66, 507)
(379, 508)
(5, 508)
(0, 508)
(250, 509)
(267, 509)
(4, 509)
(91, 510)
(33, 510)
(3, 510)
(69, 511)
(2, 511)
(306, 511)
(337, 512)
(346, 512)
(19, 512)
(367, 513)
(105, 513)
(169, 513)
(15, 514)
(26, 514)
(59, 514)
(11, 515)
(508, 515)
(10, 515)
(148, 516)
(273, 516)
(3, 516)
(1, 517)
(3, 517)
(117, 517)
(403, 518)
(26, 518)
(11, 518)
(1, 519)
(116, 519)
(5, 519)
(3, 520)
(96, 520)
(4, 520)
(22, 521)
(3, 521)
(110, 521)
(184, 522)
(1, 522)
(224, 522)
(213, 523)
(455, 523)
(154, 523)
(15, 524)
(290, 524)
(3, 524)
(126, 525)
(177, 525)
(5, 525)
(275, 526)
(457, 526)
(195, 526)
(155, 527)
(149, 527)
(93, 527)
(0, 528)
(110, 528)
(101, 528)
(56, 529)
(3, 529)
(248, 529)
(1, 530)
(29, 530)
(16, 530)
(1, 531)
(3, 531)
(447, 531)
(249, 532)
(0, 532)
(22, 532)
(346, 533)
(1, 533)
(20, 533)
(196, 534)
(94, 534)
(7, 534)
(3, 535)
(125, 535)
(37, 535)
(31, 536)
(225, 536)
(49, 536)
(17, 537)
(26, 537)
(213, 537)
(3, 538)
(10, 538)
(117, 538)
(50, 539)
(7, 539)
(3, 539)
(169, 540)
(1, 540)
(14, 540)
(52, 541)
(26, 541)
(1, 541)
(2, 542)
(280, 542)
(250, 542)
(0, 543)
(33, 543)
(3, 543)
(436, 544)
(13, 544)
(22, 544)
(7, 545)
(121, 545)
(53, 545)
(266, 546)
(71, 546)
(15, 546)
(49, 547)
(16, 547)
(52, 547)
(1, 548)
(151, 548)
(14, 548)
(45, 549)
(233, 549)
(166, 549)
(3, 550)
(26, 550)
(53, 550)
(3, 551)
(93, 551)
(116, 551)
(0, 552)
(2, 552)
(26, 552)
(3, 553)
(68, 553)
(117, 553)
(15, 554)
(16, 554)
(135, 554)
(410, 555)
(465, 555)
(273, 555)
(47, 556)
(196, 556)
(64, 556)
(66, 557)
(15, 557)
(3, 557)
(28, 558)
(4, 558)
(408, 558)
(126, 559)
(496, 559)
(0, 559)
(337, 560)
(15, 560)
(5, 560)
(77, 561)
(3, 561)
(52, 561)
(11, 562)
(290, 562)
(75, 562)
(13, 563)
(5, 563)
(12, 563)
(26, 564)
(4, 564)
(3, 564)
(28, 565)
(16, 565)
(177, 565)
(0, 566)
(82, 566)
(366, 566)
(26, 567)
(1, 567)
(33, 567)
(0, 568)
(16, 568)
(3, 568)
(0, 569)
(3, 569)
(45, 569)
(11, 570)
(0, 570)
(3, 570)
(3, 571)
(432, 571)
(16, 571)
(251, 572)
(3, 572)
(82, 572)
(105, 573)
(211, 573)
(13, 573)
(23, 574)
(5, 574)
(16, 574)
(410, 575)
(2, 575)
(98, 575)
(32, 576)
(114, 576)
(257, 576)
(363, 577)
(5, 577)
(7, 577)
(138, 578)
(105, 578)
(47, 578)
(3, 579)
(1, 579)
(0, 579)
(16, 580)
(3, 580)
(105, 580)
(273, 581)
(2, 581)
(155, 581)
(64, 582)
(37, 582)
(11, 582)
(69, 583)
(75, 583)
(0, 583)
(3, 584)
(15, 584)
(492, 584)
(16, 585)
(3, 585)
(81, 585)
(2, 586)
(3, 586)
(166, 586)
(88, 587)
(0, 587)
(47, 587)
(87, 588)
(7, 588)
(111, 588)
(484, 589)
(37, 589)
(230, 589)
(26, 590)
(93, 590)
(21, 590)
(0, 591)
(3, 591)
(2, 591)
(51, 592)
(452, 592)
(33, 592)
(0, 593)
(7, 593)
(75, 593)
(180, 594)
(1, 594)
(7, 594)
(18, 595)
(278, 595)
(288, 595)
(458, 596)
(545, 596)
(133, 596)
(176, 597)
(111, 597)
(46, 597)
(1, 598)
(94, 598)
(16, 598)
(11, 599)
(108, 599)
(87, 599)
(26, 600)
(368, 600)
(11, 600)
(196, 601)
(11, 601)
(1, 601)
(289, 602)
(526, 602)
(7, 602)
(391, 603)
(196, 603)
(7, 603)
(187, 604)
(53, 604)
(148, 604)
(31, 605)
(15, 605)
(71, 605)
(196, 606)
(169, 606)
(55, 606)
(343, 607)
(75, 607)
(28, 607)
(61, 608)
(1, 608)
(29, 608)
(335, 609)
(5, 609)
(16, 609)
(250, 610)
(82, 610)
(2, 610)
(11, 611)
(1, 611)
(441, 611)
(83, 612)
(13, 612)
(56, 612)
(11, 613)
(5, 613)
(1, 613)
(5, 614)
(17, 614)
(0, 614)
(389, 615)
(0, 615)
(4, 615)
(295, 616)
(513, 616)
(5, 616)
(0, 617)
(78, 617)
(11, 617)
(210, 618)
(347, 618)
(320, 618)
(225, 619)
(16, 619)
(1, 619)
(0, 620)
(207, 620)
(61, 620)
(3, 621)
(166, 621)
(343, 621)
(1, 622)
(5, 622)
(69, 622)
(342, 623)
(230, 623)
(13, 623)
(6, 624)
(1, 624)
(68, 624)
(52, 625)
(7, 625)
(16, 625)
(225, 626)
(31, 626)
(429, 626)
(0, 627)
(28, 627)
(5, 627)
(187, 628)
(3, 628)
(557, 628)
(1, 629)
(87, 629)
(338, 629)
(75, 630)
(11, 630)
(176, 630)
(4, 631)
(0, 631)
(186, 631)
(133, 632)
(2, 632)
(11, 632)
(1, 633)
(126, 633)
(151, 633)
(342, 634)
(53, 634)
(5, 634)
(140, 635)
(366, 635)
(0, 635)
(97, 636)
(0, 636)
(39, 636)
(22, 637)
(16, 637)
(168, 637)
(1, 638)
(295, 638)
(5, 638)
(168, 639)
(26, 639)
(96, 639)
(75, 640)
(108, 640)
(71, 640)
(21, 641)
(2, 641)
(22, 641)
(71, 642)
(121, 642)
(416, 642)
(61, 643)
(13, 643)
(627, 643)
(65, 644)
(83, 644)
(121, 644)
(1, 645)
(476, 645)
(26, 645)
(598, 646)
(239, 646)
(186, 646)
(499, 647)
(301, 647)
(43, 647)
(2, 648)
(126, 648)
(6, 648)
(93, 649)
(3, 649)
(61, 649)
(0, 650)
(225, 650)
(52, 650)
(4, 651)
(46, 651)
(213, 651)
(640, 652)
(555, 652)
(344, 652)
(169, 653)
(60, 653)
(66, 653)
(1, 654)
(5, 654)
(252, 654)
(1, 655)
(305, 655)
(3, 655)
(29, 656)
(1, 656)
(2, 656)
(5, 657)
(13, 657)
(82, 657)
(218, 658)
(77, 658)
(7, 658)
(105, 659)
(33, 659)
(52, 659)
(0, 660)
(134, 660)
(33, 660)
(5, 661)
(247, 661)
(33, 661)
(56, 662)
(508, 662)
(160, 662)
(5, 663)
(342, 663)
(53, 663)
(244, 664)
(2, 664)
(156, 664)
(69, 665)
(105, 665)
(2, 665)
(195, 666)
(66, 666)
(305, 666)
(33, 667)
(21, 667)
(275, 667)
(7, 668)
(156, 668)
